2026-04-22T18:49:27.305848100Z INFO Starting — 20 threads available
2026-04-22T18:49:36.729171Z INFO Batch 389: 10000 rows processed
2026-04-22T18:49:36.737688700Z INFO Batch 390: 10000 rows processed
2026-04-22T18:49:36.746725Z INFO Batch 391: 10000 rows processed
2026-04-22T18:49:36.755282900Z INFO Batch 392: 10000 rows processed
2026-04-22T18:49:36.763355700Z INFO Batch 393: 10000 rows processed
2026-04-22T18:49:36.771888400Z INFO Batch 394: 10000 rows processed
2026-04-22T18:49:36.780424400Z INFO Batch 395: 10000 rows processed
2026-04-22T18:49:36.787989800Z INFO Batch 396: 10000 rows processed
2026-04-22T18:49:36.798527200Z INFO Batch 397: 10000 rows processed
2026-04-22T18:49:36.806537300Z INFO Batch 398: 10000 rows processed
2026-04-22T18:49:36.816070200Z INFO Batch 399: 10000 rows processed
2026-04-22T18:49:36.824598100Z INFO Batch 400: 10000 rows processed
2026-04-22T18:49:36.833141100Z INFO Batch 401: 10000 rows processed
2026-04-22T18:49:36.841720700Z INFO Batch 402: 10000 rows processed
2026-04-22T18:49:36.850232Z INFO Batch 403: 10000 rows processed
2026-04-22T18:49:36.859475900Z INFO Batch 404: 10000 rows processed
2026-04-22T18:49:36.867849Z INFO Batch 405: 10000 rows processed
2026-04-22T18:49:36.877773800Z INFO Batch 406: 10000 rows processed
2026-04-22T18:49:36.885786200Z INFO Batch 407: 10000 rows processed
2026-04-22T18:49:36.894365500Z INFO Batch 408: 10000 rows processed
2026-04-22T18:49:36.901920200Z INFO Batch 409: 10000 rows processed
2026-04-22T18:49:36.911534600Z INFO Batch 410: 10000 rows processed
2026-04-22T18:49:36.919082300Z INFO Batch 411: 10000 rows processed
2026-04-22T18:49:36.928079500Z INFO Batch 412: 10000 rows processed
2026-04-22T18:49:36.936355Z INFO Batch 413: 10000 rows processed
2026-04-22T18:49:36.945910800Z INFO Batch 414: 10000 rows processed
2026-04-22T18:49:37.162723Z INFO Batch 415: 10000 rows processed
2026-04-22T18:49:37.172288700Z INFO Batch 416: 10000 rows processed
2026-04-22T18:49:37.396014900Z INFO Batch 417: 10000 rows processed
2026-04-22T18:49:37.415068700Z INFO Batch 418: 10000 rows processed
2026-04-22T18:49:37.426602Z INFO Batch 419: 10000 rows processed
2026-04-22T18:49:37.435152800Z INFO Batch 420: 10000 rows processed
2026-04-22T18:49:37.443685500Z INFO Batch 421: 10000 rows processed
2026-04-22T18:49:37.451217600Z INFO Batch 422: 10000 rows processed
2026-04-22T18:49:37.460939800Z INFO Batch 423: 10000 rows processed
2026-04-22T18:49:37.469027700Z INFO Batch 424: 10000 rows processed
2026-04-22T18:49:37.477542300Z INFO Batch 425: 10000 rows processed
2026-04-22T18:49:37.486556100Z INFO Batch 426: 10000 rows processed
2026-04-22T18:49:37.495097700Z INFO Batch 427: 10000 rows processed
2026-04-22T18:49:37.503733400Z INFO Batch 428: 10000 rows processed
2026-04-22T18:49:37.512195200Z INFO Batch 429: 10000 rows processed
2026-04-22T18:49:37.521757900Z INFO Batch 430: 10000 rows processed
2026-04-22T18:49:37.530310Z INFO Batch 431: 10000 rows processed
2026-04-22T18:49:37.539225700Z INFO Batch 432: 10000 rows processed
2026-04-22T18:49:37.547751400Z INFO Batch 433: 10000 rows processed
2026-04-22T18:49:37.555759500Z INFO Batch 434: 10000 rows processed
2026-04-22T18:49:37.563844800Z INFO Batch 435: 10000 rows processed
2026-04-22T18:49:37.572277900Z INFO Batch 436: 10000 rows processed
2026-04-22T18:49:37.707982400Z INFO Batch 437: 10000 rows processed
2026-04-22T18:49:37.715529300Z INFO Batch 438: 10000 rows processed
2026-04-22T18:49:37.724058300Z INFO Batch 439: 10000 rows processed
2026-04-22T18:49:37.731807300Z INFO Batch 440: 10000 rows processed
2026-04-22T18:49:37.740372Z INFO Batch 441: 10000 rows processed
2026-04-22T18:49:37.748890100Z INFO Batch 442: 10000 rows processed
2026-04-22T18:49:37.756415100Z INFO Batch 443: 10000 rows processed
2026-04-22T18:49:37.765466Z INFO Batch 444: 10000 rows processed
2026-04-22T18:49:37.774010400Z INFO Batch 445: 10000 rows processed
2026-04-22T18:49:37.782570400Z INFO Batch 446: 10000 rows processed
2026-04-22T18:49:37.975461200Z INFO Batch 447: 10000 rows processed
2026-04-22T18:49:37.984688700Z INFO Batch 448: 10000 rows processed
2026-04-22T18:49:37.991897600Z INFO Batch 449: 10000 rows processed
2026-04-22T18:49:38.000821700Z INFO Batch 450: 10000 rows processed
2026-04-22T18:49:38.009365500Z INFO Batch 451: 10000 rows processed
2026-04-22T18:49:38.016382400Z INFO Batch 452: 10000 rows processed
2026-04-22T18:49:38.025696100Z INFO Batch 453: 10000 rows processed
2026-04-22T18:49:38.034239800Z INFO Batch 454: 10000 rows processed
2026-04-22T18:49:38.042777400Z INFO Batch 455: 10000 rows processed
2026-04-22T18:49:38.052317500Z INFO Batch 456: 10000 rows processed
2026-04-22T18:49:38.060853600Z INFO Batch 457: 10000 rows processed
2026-04-22T18:49:38.069355900Z INFO Batch 458: 10000 rows processed
2026-04-22T18:49:38.077594700Z INFO Batch 459: 10000 rows processed
2026-04-22T18:49:38.086114200Z INFO Batch 460: 10000 rows processed
2026-04-22T18:49:38.236368900Z INFO Batch 461: 10000 rows processed
2026-04-22T18:49:38.249580900Z INFO Batch 462: 10000 rows processed
2026-04-22T18:49:38.257586500Z INFO Batch 463: 10000 rows processed
2026-04-22T18:49:38.266284300Z INFO Batch 464: 10000 rows processed
2026-04-22T18:49:38.273842800Z INFO Batch 465: 10000 rows processed
2026-04-22T18:49:38.282014100Z INFO Batch 466: 10000 rows processed
2026-04-22T18:49:38.290538900Z INFO Batch 467: 10000 rows processed
2026-04-22T18:49:38.300065500Z INFO Batch 468: 10000 rows processed
2026-04-22T18:49:38.452284500Z INFO Batch 469: 10000 rows processed
2026-04-22T18:49:38.467924900Z INFO Batch 470: 10000 rows processed
2026-04-22T18:49:38.476964800Z INFO Batch 471: 10000 rows processed
2026-04-22T18:49:38.484868300Z INFO Batch 472: 10000 rows processed
2026-04-22T18:49:38.493384800Z INFO Batch 473: 10000 rows processed
2026-04-22T18:49:38.501942400Z INFO Batch 474: 10000 rows processed
2026-04-22T18:49:38.510497600Z INFO Batch 475: 10000 rows processed
2026-04-22T18:49:38.520029200Z INFO Batch 476: 10000 rows processed
2026-04-22T18:49:38.528552300Z INFO Batch 477: 10000 rows processed
2026-04-22T18:49:38.536546500Z INFO Batch 478: 10000 rows processed
2026-04-22T18:49:38.546742800Z INFO Batch 479: 10000 rows processed
2026-04-22T18:49:38.554824100Z INFO Batch 480: 10000 rows processed
2026-04-22T18:49:38.563872Z INFO Batch 481: 10000 rows processed
2026-04-22T18:49:38.572310500Z INFO Batch 482: 10000 rows processed
2026-04-22T18:49:38.581849800Z INFO Batch 483: 10000 rows processed
2026-04-22T18:49:38.590370300Z INFO Batch 484: 10000 rows processed
2026-04-22T18:49:38.598925600Z INFO Batch 485: 10000 rows processed
2026-04-22T18:49:38.607932200Z INFO Batch 486: 10000 rows processed
2026-04-22T18:49:38.765547800Z INFO Batch 487: 10000 rows processed
2026-04-22T18:49:38.778616400Z INFO Batch 488: 10000 rows processed
2026-04-22T18:49:38.786859100Z INFO Batch 489: 10000 rows processed
2026-04-22T18:49:38.796296800Z INFO Batch 490: 10000 rows processed
2026-04-22T18:49:38.803979900Z INFO Batch 491: 10000 rows processed
2026-04-22T18:49:38.813117Z INFO Batch 492: 10000 rows processed
2026-04-22T18:49:38.820680300Z INFO Batch 493: 10000 rows processed
2026-04-22T18:49:39.019914600Z INFO Batch 494: 10000 rows processed
2026-04-22T18:49:39.028443800Z INFO Batch 495: 10000 rows processed
2026-04-22T18:49:39.037996800Z INFO Batch 496: 10000 rows processed
2026-04-22T18:49:39.046026500Z INFO Batch 497: 10000 rows processed
2026-04-22T18:49:39.054559Z INFO Batch 498: 10000 rows processed
2026-04-22T18:49:39.063075200Z INFO Batch 499: 10000 rows processed
2026-04-22T18:49:39.072920600Z INFO Batch 500: 10000 rows processed
2026-04-22T18:49:39.081485900Z INFO Batch 501: 10000 rows processed
2026-04-22T18:49:39.090040200Z INFO Batch 502: 10000 rows processed
2026-04-22T18:49:39.097888200Z INFO Batch 503: 10000 rows processed
2026-04-22T18:49:39.106541500Z INFO Batch 504: 10000 rows processed
2026-04-22T18:49:39.116057400Z INFO Batch 505: 10000 rows processed
2026-04-22T18:49:39.124588100Z INFO Batch 506: 10000 rows processed
2026-04-22T18:49:39.133179100Z INFO Batch 507: 10000 rows processed
2026-04-22T18:49:39.142789200Z INFO Batch 508: 10000 rows processed
2026-04-22T18:49:39.277553500Z INFO Batch 509: 10000 rows processed
2026-04-22T18:49:39.289334600Z INFO Batch 510: 10000 rows processed
2026-04-22T18:49:39.299884300Z INFO Batch 511: 10000 rows processed
2026-04-22T18:49:39.309420600Z INFO Batch 512: 10000 rows processed
2026-04-22T18:49:39.320459Z INFO Batch 513: 10000 rows processed
2026-04-22T18:49:39.330002100Z INFO Batch 514: 10000 rows processed
2026-04-22T18:49:39.339848800Z INFO Batch 515: 10000 rows processed
2026-04-22T18:49:39.527576400Z INFO Batch 516: 10000 rows processed
2026-04-22T18:49:39.539140500Z INFO Batch 517: 10000 rows processed
2026-04-22T18:49:39.549675600Z INFO Batch 518: 10000 rows processed
2026-04-22T18:49:39.561219300Z INFO Batch 519: 10000 rows processed
2026-04-22T18:49:39.574795900Z INFO Batch 520: 10000 rows processed
2026-04-22T18:49:39.588842900Z INFO Batch 521: 10000 rows processed
2026-04-22T18:49:39.600360800Z INFO Batch 522: 10000 rows processed
2026-04-22T18:49:39.612916900Z INFO Batch 523: 10000 rows processed
2026-04-22T18:49:39.627976500Z INFO Batch 524: 10000 rows processed
2026-04-22T18:49:39.639520300Z INFO Batch 525: 10000 rows processed
2026-04-22T18:49:39.652258600Z INFO Batch 526: 10000 rows processed
2026-04-22T18:49:39.663329100Z INFO Batch 527: 10000 rows processed
2026-04-22T18:49:39.676088600Z INFO Batch 528: 10000 rows processed
2026-04-22T18:49:39.689633300Z INFO Batch 529: 10000 rows processed
2026-04-22T18:49:39.702244800Z INFO Batch 530: 10000 rows processed
2026-04-22T18:49:39.715781300Z INFO Batch 531: 10000 rows processed
2026-04-22T18:49:39.861834600Z INFO Batch 532: 10000 rows processed
2026-04-22T18:49:39.874306300Z INFO Batch 533: 10000 rows processed
2026-04-22T18:49:39.886830400Z INFO Batch 534: 10000 rows processed
2026-04-22T18:49:39.898986700Z INFO Batch 535: 10000 rows processed
2026-04-22T18:49:39.912541300Z INFO Batch 536: 10000 rows processed
2026-04-22T18:49:39.923519900Z INFO Batch 537: 10000 rows processed
2026-04-22T18:49:39.935047200Z INFO Batch 538: 10000 rows processed
2026-04-22T18:49:39.946583300Z INFO Batch 539: 10000 rows processed
2026-04-22T18:49:40.140690600Z INFO Batch 540: 10000 rows processed
2026-04-22T18:49:40.152684600Z INFO Batch 541: 10000 rows processed
2026-04-22T18:49:40.164283300Z INFO Batch 542: 10000 rows processed
2026-04-22T18:49:40.175823300Z INFO Batch 543: 10000 rows processed
2026-04-22T18:49:40.186386600Z INFO Batch 544: 10000 rows processed
2026-04-22T18:49:40.199896300Z INFO Batch 545: 10000 rows processed
2026-04-22T18:49:40.212422500Z INFO Batch 546: 10000 rows processed
2026-04-22T18:49:40.223966200Z INFO Batch 547: 10000 rows processed
2026-04-22T18:49:40.235286400Z INFO Batch 548: 10000 rows processed
2026-04-22T18:49:40.247063700Z INFO Batch 549: 10000 rows processed
2026-04-22T18:49:40.258725800Z INFO Batch 550: 10000 rows processed
2026-04-22T18:49:40.271799200Z INFO Batch 551: 10000 rows processed
2026-04-22T18:49:40.282343800Z INFO Batch 552: 10000 rows processed
2026-04-22T18:49:40.293873100Z INFO Batch 553: 10000 rows processed
2026-04-22T18:49:40.305014600Z INFO Batch 554: 10000 rows processed
2026-04-22T18:49:40.318632100Z INFO Batch 555: 10000 rows processed
2026-04-22T18:49:40.472340200Z INFO Batch 556: 10000 rows processed
2026-04-22T18:49:40.481741800Z INFO Batch 557: 10000 rows processed
2026-04-22T18:49:40.491285500Z INFO Batch 558: 10000 rows processed
2026-04-22T18:49:40.501086500Z INFO Batch 559: 10000 rows processed
2026-04-22T18:49:40.512747900Z INFO Batch 560: 10000 rows processed
2026-04-22T18:49:40.523295100Z INFO Batch 561: 10000 rows processed
2026-04-22T18:49:40.534073700Z INFO Batch 562: 10000 rows processed
2026-04-22T18:49:40.728674800Z INFO Batch 563: 10000 rows processed
2026-04-22T18:49:40.740779100Z INFO Batch 564: 10000 rows processed
2026-04-22T18:49:40.752336400Z INFO Batch 565: 10000 rows processed
2026-04-22T18:49:40.765401200Z INFO Batch 566: 10000 rows processed
2026-04-22T18:49:40.776946100Z INFO Batch 567: 10000 rows processed
2026-04-22T18:49:40.788600200Z INFO Batch 568: 10000 rows processed
2026-04-22T18:49:40.800123500Z INFO Batch 569: 10000 rows processed
2026-04-22T18:49:40.808671600Z INFO Batch 570: 10000 rows processed
2026-04-22T18:49:40.818169700Z INFO Batch 571: 10000 rows processed
2026-04-22T18:49:40.826188200Z INFO Batch 572: 10000 rows processed
2026-04-22T18:49:40.836962200Z INFO Batch 573: 10000 rows processed
2026-04-22T18:49:40.849177600Z INFO Batch 574: 10000 rows processed
2026-04-22T18:49:40.858703100Z INFO Batch 575: 10000 rows processed
2026-04-22T18:49:40.869765900Z INFO Batch 576: 10000 rows processed
2026-04-22T18:49:40.881325500Z INFO Batch 577: 10000 rows processed
2026-04-22T18:49:40.891879Z INFO Batch 578: 10000 rows processed
2026-04-22T18:49:40.901424200Z INFO Batch 579: 10000 rows processed
2026-04-22T18:49:41.047595200Z INFO Batch 580: 10000 rows processed
2026-04-22T18:49:41.063171500Z INFO Batch 581: 10000 rows processed
2026-04-22T18:49:41.074130800Z INFO Batch 582: 10000 rows processed
2026-04-22T18:49:41.084666600Z INFO Batch 583: 10000 rows processed
2026-04-22T18:49:41.095476500Z INFO Batch 584: 10000 rows processed
2026-04-22T18:49:41.105998100Z INFO Batch 585: 10000 rows processed
2026-04-22T18:49:41.115528700Z INFO Batch 586: 10000 rows processed
2026-04-22T18:49:41.303590300Z INFO Batch 587: 10000 rows processed
2026-04-22T18:49:41.319645100Z INFO Batch 588: 10000 rows processed
2026-04-22T18:49:41.330702200Z INFO Batch 589: 10000 rows processed
2026-04-22T18:49:41.341238300Z INFO Batch 590: 10000 rows processed
2026-04-22T18:49:41.351787400Z INFO Batch 591: 10000 rows processed
2026-04-22T18:49:41.363322200Z INFO Batch 592: 10000 rows processed
2026-04-22T18:49:41.373392300Z INFO Batch 593: 10000 rows processed
2026-04-22T18:49:41.383931200Z INFO Batch 594: 10000 rows processed
2026-04-22T18:49:41.393451600Z INFO Batch 595: 10000 rows processed
2026-04-22T18:49:41.403526500Z INFO Batch 596: 10000 rows processed
2026-04-22T18:49:41.414316900Z INFO Batch 597: 10000 rows processed
2026-04-22T18:49:41.423865500Z INFO Batch 598: 10000 rows processed
2026-04-22T18:49:41.433500600Z INFO Batch 599: 10000 rows processed
2026-04-22T18:49:41.444072100Z INFO Batch 600: 10000 rows processed
2026-04-22T18:49:41.455628Z INFO Batch 601: 10000 rows processed
2026-04-22T18:49:41.465708100Z INFO Batch 602: 10000 rows processed
2026-04-22T18:49:41.475221500Z INFO Batch 603: 10000 rows processed
2026-04-22T18:49:41.484781500Z INFO Batch 604: 10000 rows processed
2026-04-22T18:49:41.641545Z INFO Batch 605: 10000 rows processed
2026-04-22T18:49:41.654092Z INFO Batch 606: 10000 rows processed
2026-04-22T18:49:41.665140500Z INFO Batch 607: 10000 rows processed
2026-04-22T18:49:41.677679300Z INFO Batch 608: 10000 rows processed
2026-04-22T18:49:41.687714300Z INFO Batch 609: 10000 rows processed
2026-04-22T18:49:41.699219Z INFO Batch 610: 10000 rows processed
2026-04-22T18:49:41.708740300Z INFO Batch 611: 10000 rows processed
2026-04-22T18:49:41.903373200Z INFO Batch 612: 10000 rows processed
2026-04-22T18:49:41.914830600Z INFO Batch 613: 10000 rows processed
2026-04-22T18:49:41.932915400Z INFO Batch 614: 10000 rows processed
2026-04-22T18:49:41.946682400Z INFO Batch 615: 10000 rows processed
2026-04-22T18:49:41.957718800Z INFO Batch 616: 10000 rows processed
2026-04-22T18:49:41.968792800Z INFO Batch 617: 10000 rows processed
2026-04-22T18:49:41.977791400Z INFO Batch 618: 10000 rows processed
2026-04-22T18:49:41.988460400Z INFO Batch 619: 10000 rows processed
2026-04-22T18:49:41.998980600Z INFO Batch 620: 10000 rows processed
2026-04-22T18:49:42.008531200Z INFO Batch 621: 10000 rows processed
2026-04-22T18:49:42.019055400Z INFO Batch 622: 10000 rows processed
2026-04-22T18:49:42.030612100Z INFO Batch 623: 10000 rows processed
2026-04-22T18:49:42.040137600Z INFO Batch 624: 10000 rows processed
2026-04-22T18:49:42.048733600Z INFO Batch 625: 10000 rows processed
2026-04-22T18:49:42.059200600Z INFO Batch 626: 10000 rows processed
2026-04-22T18:49:42.067737Z INFO Batch 627: 10000 rows processed
2026-04-22T18:49:42.079540100Z INFO Batch 628: 10000 rows processed
2026-04-22T18:49:42.092035300Z INFO Batch 629: 10000 rows processed
2026-04-22T18:49:42.242446200Z INFO Batch 630: 10000 rows processed
2026-04-22T18:49:42.257663400Z INFO Batch 631: 10000 rows processed
2026-04-22T18:49:42.266197900Z INFO Batch 632: 10000 rows processed
2026-04-22T18:49:42.276721700Z INFO Batch 633: 10000 rows processed
2026-04-22T18:49:42.286259200Z INFO Batch 634: 10000 rows processed
2026-04-22T18:49:42.296792100Z INFO Batch 635: 10000 rows processed
2026-04-22T18:49:42.306340300Z INFO Batch 636: 10000 rows processed
2026-04-22T18:49:42.499198500Z INFO Batch 637: 10000 rows processed
2026-04-22T18:49:42.509733900Z INFO Batch 638: 10000 rows processed
2026-04-22T18:49:42.523184500Z INFO Batch 639: 10000 rows processed
2026-04-22T18:49:42.536269200Z INFO Batch 640: 10000 rows processed
2026-04-22T18:49:42.549746800Z INFO Batch 641: 10000 rows processed
2026-04-22T18:49:42.562519Z INFO Batch 642: 10000 rows processed
2026-04-22T18:49:42.573335100Z INFO Batch 643: 10000 rows processed
2026-04-22T18:49:42.585242Z INFO Batch 644: 10000 rows processed
2026-04-22T18:49:42.596780400Z INFO Batch 645: 10000 rows processed
2026-04-22T18:49:42.608594500Z INFO Batch 646: 10000 rows processed
2026-04-22T18:49:42.621142200Z INFO Batch 647: 10000 rows processed
2026-04-22T18:49:42.632444200Z INFO Batch 648: 10000 rows processed
2026-04-22T18:49:42.645055400Z INFO Batch 649: 10000 rows processed
2026-04-22T18:49:42.656073700Z INFO Batch 650: 10000 rows processed
2026-04-22T18:49:42.669646800Z INFO Batch 651: 10000 rows processed
2026-04-22T18:49:42.683329100Z INFO Batch 652: 10000 rows processed
2026-04-22T18:49:42.694299200Z INFO Batch 653: 10000 rows processed
2026-04-22T18:49:42.704868700Z INFO Batch 654: 10000 rows processed
2026-04-22T18:49:42.862250300Z INFO Batch 655: 10000 rows processed
2026-04-22T18:49:42.872310300Z INFO Batch 656: 10000 rows processed
2026-04-22T18:49:42.881838600Z INFO Batch 657: 10000 rows processed
2026-04-22T18:49:42.893234500Z INFO Batch 658: 10000 rows processed
2026-04-22T18:49:42.903773900Z INFO Batch 659: 10000 rows processed
2026-04-22T18:49:42.915823300Z INFO Batch 660: 10000 rows processed
2026-04-22T18:49:42.927830600Z INFO Batch 661: 10000 rows processed
2026-04-22T18:49:43.128697500Z INFO Batch 662: 10000 rows processed
2026-04-22T18:49:43.140696600Z INFO Batch 663: 10000 rows processed
2026-04-22T18:49:43.152274600Z INFO Batch 664: 10000 rows processed
2026-04-22T18:49:43.163266500Z INFO Batch 665: 10000 rows processed
2026-04-22T18:49:43.174793600Z INFO Batch 666: 10000 rows processed
2026-04-22T18:49:43.187814600Z INFO Batch 667: 10000 rows processed
2026-04-22T18:49:43.200809100Z INFO Batch 668: 10000 rows processed
2026-04-22T18:49:43.213654800Z INFO Batch 669: 10000 rows processed
2026-04-22T18:49:43.224654Z INFO Batch 670: 10000 rows processed
2026-04-22T18:49:43.237178100Z INFO Batch 671: 10000 rows processed
2026-04-22T18:49:43.251293400Z INFO Batch 672: 10000 rows processed
2026-04-22T18:49:43.261323400Z INFO Batch 673: 10000 rows processed
2026-04-22T18:49:43.269824400Z INFO Batch 674: 10000 rows processed
2026-04-22T18:49:43.279119100Z INFO Batch 675: 10000 rows processed
2026-04-22T18:49:43.287139700Z INFO Batch 676: 10000 rows processed
2026-04-22T18:49:43.296136800Z INFO Batch 677: 10000 rows processed
2026-04-22T18:49:43.305139800Z INFO Batch 678: 10000 rows processed
2026-04-22T18:49:43.450675600Z INFO Batch 679: 10000 rows processed
2026-04-22T18:49:43.459685900Z INFO Batch 680: 10000 rows processed
2026-04-22T18:49:43.470236500Z INFO Batch 681: 10000 rows processed
2026-04-22T18:49:43.480614700Z INFO Batch 682: 10000 rows processed
2026-04-22T18:49:43.490061900Z INFO Batch 683: 10000 rows processed
2026-04-22T18:49:43.500059500Z INFO Batch 684: 10000 rows processed
2026-04-22T18:49:43.510062100Z INFO Batch 685: 10000 rows processed
2026-04-22T18:49:43.696886500Z INFO Batch 686: 10000 rows processed
2026-04-22T18:49:43.707417500Z INFO Batch 687: 10000 rows processed
2026-04-22T18:49:43.716507900Z INFO Batch 688: 10000 rows processed
2026-04-22T18:49:43.727191500Z INFO Batch 689: 10000 rows processed
2026-04-22T18:49:43.736727100Z INFO Batch 690: 10000 rows processed
2026-04-22T18:49:43.747269Z INFO Batch 691: 10000 rows processed
2026-04-22T18:49:43.756792400Z INFO Batch 692: 10000 rows processed
2026-04-22T18:49:43.766329800Z INFO Batch 693: 10000 rows processed
2026-04-22T18:49:43.777027500Z INFO Batch 694: 10000 rows processed
2026-04-22T18:49:43.786560800Z INFO Batch 695: 10000 rows processed
2026-04-22T18:49:43.795932800Z INFO Batch 696: 10000 rows processed
2026-04-22T18:49:43.804478800Z INFO Batch 697: 10000 rows processed
2026-04-22T18:49:43.814004800Z INFO Batch 698: 10000 rows processed
2026-04-22T18:49:43.823566300Z INFO Batch 699: 10000 rows processed
2026-04-22T18:49:43.833720300Z INFO Batch 700: 10000 rows processed
2026-04-22T18:49:43.844264500Z INFO Batch 701: 10000 rows processed
2026-04-22T18:49:43.860319400Z INFO Batch 702: 10000 rows processed
2026-04-22T18:49:43.873880300Z INFO Batch 703: 10000 rows processed
2026-04-22T18:49:44.049957300Z INFO Batch 704: 10000 rows processed
2026-04-22T18:49:44.063520200Z INFO Batch 705: 10000 rows processed
2026-04-22T18:49:44.075067600Z INFO Batch 706: 10000 rows processed
2026-04-22T18:49:44.084621Z INFO Batch 707: 10000 rows processed
2026-04-22T18:49:44.096577200Z INFO Batch 708: 10000 rows processed
2026-04-22T18:49:44.105673500Z INFO Batch 709: 10000 rows processed
2026-04-22T18:49:44.305542600Z INFO Batch 710: 10000 rows processed
2026-04-22T18:49:44.316090200Z INFO Batch 711: 10000 rows processed
2026-04-22T18:49:44.326646100Z INFO Batch 712: 10000 rows processed
2026-04-22T18:49:44.335678100Z INFO Batch 713: 10000 rows processed
2026-04-22T18:49:44.346222600Z INFO Batch 714: 10000 rows processed
2026-04-22T18:49:44.359712800Z INFO Batch 715: 10000 rows processed
2026-04-22T18:49:44.370771400Z INFO Batch 716: 10000 rows processed
2026-04-22T18:49:44.380328500Z INFO Batch 717: 10000 rows processed
2026-04-22T18:49:44.396990100Z INFO Batch 718: 10000 rows processed
2026-04-22T18:49:44.413052100Z INFO Batch 719: 10000 rows processed
2026-04-22T18:49:44.422600600Z INFO Batch 720: 10000 rows processed
2026-04-22T18:49:44.549248600Z INFO Batch 721: 10000 rows processed
2026-04-22T18:49:44.562829600Z INFO Batch 722: 10000 rows processed
2026-04-22T18:49:44.576385400Z INFO Batch 723: 10000 rows processed
2026-04-22T18:49:44.585962100Z INFO Batch 724: 10000 rows processed
2026-04-22T18:49:44.598521700Z INFO Batch 725: 10000 rows processed
2026-04-22T18:49:44.611631200Z INFO Batch 726: 10000 rows processed
2026-04-22T18:49:44.621163800Z INFO Batch 727: 10000 rows processed
2026-04-22T18:49:44.630719500Z INFO Batch 728: 10000 rows processed
2026-04-22T18:49:44.639744800Z INFO Batch 729: 10000 rows processed
2026-04-22T18:49:44.648925900Z INFO Batch 730: 10000 rows processed
2026-04-22T18:49:44.657899500Z INFO Batch 731: 10000 rows processed
2026-04-22T18:49:44.666435300Z INFO Batch 732: 10000 rows processed
2026-04-22T18:49:44.844281500Z INFO Batch 733: 10000 rows processed
2026-04-22T18:49:44.856551700Z INFO Batch 734: 10000 rows processed
2026-04-22T18:49:44.867086500Z INFO Batch 735: 10000 rows processed
2026-04-22T18:49:44.877617400Z INFO Batch 736: 10000 rows processed
2026-04-22T18:49:44.888136500Z INFO Batch 737: 10000 rows processed
2026-04-22T18:49:44.897851500Z INFO Batch 738: 10000 rows processed
2026-04-22T18:49:44.908379900Z INFO Batch 739: 10000 rows processed
2026-04-22T18:49:44.917670700Z INFO Batch 740: 10000 rows processed
2026-04-22T18:49:44.927968100Z INFO Batch 741: 10000 rows processed
2026-04-22T18:49:44.937702600Z INFO Batch 742: 10000 rows processed
2026-04-22T18:49:44.949316400Z INFO Batch 743: 10000 rows processed
2026-04-22T18:49:44.959327500Z INFO Batch 744: 10000 rows processed
2026-04-22T18:49:44.971375900Z INFO Batch 745: 10000 rows processed
2026-04-22T18:49:44.981894700Z INFO Batch 746: 10000 rows processed
2026-04-22T18:49:44.993618300Z INFO Batch 747: 10000 rows processed
2026-04-22T18:49:45.006145400Z INFO Batch 748: 10000 rows processed
2026-04-22T18:49:45.177276200Z INFO Batch 749: 10000 rows processed
2026-04-22T18:49:45.191383200Z INFO Batch 750: 10000 rows processed
2026-04-22T18:49:45.204942500Z INFO Batch 751: 10000 rows processed
2026-04-22T18:49:45.215483800Z INFO Batch 752: 10000 rows processed
2026-04-22T18:49:45.227019700Z INFO Batch 753: 10000 rows processed
2026-04-22T18:49:45.237135400Z INFO Batch 754: 10000 rows processed
2026-04-22T18:49:45.248696200Z INFO Batch 755: 10000 rows processed
2026-04-22T18:49:45.414018200Z INFO Batch 756: 10000 rows processed
2026-04-22T18:49:45.425773800Z INFO Batch 757: 10000 rows processed
2026-04-22T18:49:45.438632100Z INFO Batch 758: 10000 rows processed
2026-04-22T18:49:45.451400500Z INFO Batch 759: 10000 rows processed
2026-04-22T18:49:45.463930200Z INFO Batch 760: 10000 rows processed
2026-04-22T18:49:45.475469400Z INFO Batch 761: 10000 rows processed
2026-04-22T18:49:45.486857100Z INFO Batch 762: 10000 rows processed
2026-04-22T18:49:45.499504100Z INFO Batch 763: 10000 rows processed
2026-04-22T18:49:45.511613800Z INFO Batch 764: 10000 rows processed
2026-04-22T18:49:45.523163500Z INFO Batch 765: 10000 rows processed
2026-04-22T18:49:45.533247900Z INFO Batch 766: 10000 rows processed
2026-04-22T18:49:45.543812900Z INFO Batch 767: 10000 rows processed
2026-04-22T18:49:45.554337800Z INFO Batch 768: 10000 rows processed
2026-04-22T18:49:45.565142700Z INFO Batch 769: 10000 rows processed
2026-04-22T18:49:45.576678600Z INFO Batch 770: 10000 rows processed
2026-04-22T18:49:45.588211100Z INFO Batch 771: 10000 rows processed
2026-04-22T18:49:45.597745300Z INFO Batch 772: 10000 rows processed
2026-04-22T18:49:45.607298600Z INFO Batch 773: 10000 rows processed
2026-04-22T18:49:45.616877500Z INFO Batch 774: 10000 rows processed
2026-04-22T18:49:45.628150300Z INFO Batch 775: 10000 rows processed
2026-04-22T18:49:45.804264500Z INFO Batch 776: 10000 rows processed
